OBJECTID,MPD_ARREST_NUMBER,MPD_ARREST_DATE,PERSON_TYPE,TOP_CHARGE,MPD_CHARGE_CATEGORY,MPD_CHARGE_DESCRIPTION,CHARGE_CODE,AGE,ARREST_COUNT,RACE,ETHNICITY,SEX,HOME_PSA,ARREST_DISTRICT,ARREST_PSA,HOME_CITY,HOME_STATE,PDID,CCN,LATITUDE,LONGITUDE,DMPSJ_CATEGORY,YEAR,MONTH,IS_MARIJUANA,CREATOR,CREATED,EDITOR,EDITED,GLOBALID
8987,230691217987453211107798875610589937520,2016/12/20 01:40:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,43,16,Black,Not Hispanic Or Latino,Female,409,4D,409,WASHINGTON,DC,213612497851127220988767973912651926796,170048013358290874585103062389865824053,38.936,-77.032,Failure to appear,2016,12,FALSE,,,,,{91BA18E9-9B74-465C-9797-680637FF4604}
8988,230691217987453211107798875610589937520,2016/12/20 01:40:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,43,16,Black,Not Hispanic Or Latino,Female,409,4D,409,WASHINGTON,DC,213612497851127220988767973912651926796,170048013358290874585103062389865824053,38.936,-77.032,Failure to appear,2016,12,FALSE,,,,,{F63B324B-A93C-4331-BB53-33CADF4C1ED3}
8989,46286283190546319486068927186849427364,2016/12/20 03:07:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),54,5,Black,Not Hispanic Or Latino,Female,707,7D,707,WASHINGTON,DC,480406410321588512253097903345562712,3806844208386227879101289336263035632,38.836,-77.001,Assault,2016,12,FALSE,,,,,{0434BB4A-1FD2-42CC-91DE-F99FB5505021}
8990,148904279959008578214967424195026683314,2016/12/20 05:01:00,DEFENDANT IN ARREST,Yes,Sex Abuse,Assault W/intent To Commit First Degree Sexual Abuse (force) (rape),"22DC401,3002(A)(1)",32,1,Black,Not Hispanic Or Latino,Male,501,3D,301,WASHINGTON,DC,259318031868198935311267994322767219615,174487338467149539622825999342405258816,38.918,-77.038,Sex offense,2016,12,FALSE,,,,,{F984D5AD-071C-42B1-B411-ABC8AC0B731B}
8991,235050791477658262061419278218797863225,2016/12/20 07:10:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,26,6,Black,Not Hispanic Or Latino,Male,601,6D,601,WASHINGTON,DC,259165021304546079159948515297021014905,291624105656363276378292798248030827823,38.912,-76.935,Robbery,2016,12,FALSE,,,,,{4051A7A4-326A-4C8E-A277-05BEF86F8763}
8992,286695554922354869125399409318435556456,2016/12/20 07:24:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",39,1,White,Unknown,Male,202,1D,105,WASHINGTON,DC,339530533771254021708880385625683785264,257436461222293658067944862544103504214,38.877,-77.013,Theft,2016,12,FALSE,,,,,{E65685AE-009D-4E78-AC3C-30CEC7D9C1CF}
8993,314672516654797522506005935968206164494,2016/12/20 08:00:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),34,1,Black,Unknown,Male,Unknown,5D,501,nan,nan,147859606766513409509027179575916157835,199221543688073054571145928806743057408,38.909,-77.011,Assault,2016,12,FALSE,,,,,{4C820AB7-9850-4C69-898C-494EADF56D04}
8994,145771601561418692044931158494558445414,2016/12/20 08:19:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,66,0,Black,Not Hispanic Or Latino,Male,409,4D,409,WASHINGTON,DC,306546441004370713607304094357978573574,272059328443246761832875328901692510627,38.936,-77.023,Weapons,2016,12,FALSE,,,,,{AF2B90B2-8BE8-4B69-B3D3-026F16C2BA18}
8995,274434485419595060724224686566736586325,2016/12/20 09:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,31,15,Black,Unknown,Female,608,6D,608,WASHINGTON,DC,157015270433967643391969358607700307129,137222849434360447157562137910680024514,38.895,-76.915,Failure to appear,2016,12,FALSE,,,,,{3A96FDA2-2562-47DD-B6DC-896DAF1E3BBC}
8996,274434485419595060724224686566736586325,2016/12/20 09:30:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,31,15,Black,Unknown,Female,608,6D,608,WASHINGTON,DC,157015270433967643391969358607700307129,137222849434360447157562137910680024514,38.895,-76.915,Failure to appear,2016,12,FALSE,,,,,{561C164B-CE20-4A41-861C-42EB836312AB}
8997,143639861811284502405960157697538525907,2016/12/20 09:43:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary Two,22DC801B,22,20,Black,Unknown,Male,Unknown,1D,108,nan,WASHINGTON,265614243000353393359682967918321099228,98275597393494638429776578298223964022,38.883,-76.976,Burglary,2016,12,FALSE,,,,,{1446645C-04B8-4881-BA6F-E1EFCB5CD571}
8998,75801259402456839574032906012172198537,2016/12/20 11:00:00,DEFENDANT IN ARREST,Yes,Sex Offenses,First Degree Child Sex Abuse (rape),22DC3008,32,1,Black,Not Hispanic Or Latino,Female,Unknown,7D,705,nan,nan,143361884054225025415537967567674924648,207808841148406397423368537185514421051,38.843,-76.988,Sex offense,2016,12,FALSE,,,,,{E74EC5DD-A52D-4446-930D-F3A1010641E0}
8999,184147324100425309727466485304771187813,2016/12/20 11:56:00,DEFENDANT IN ARREST,Yes,Robbery,Armed Carjacking,22DC2803B1,25,11,Black,Unknown,Male,706,7D,702,WASHINGTON,DC,244526499981208932506459309179638982021,82719993015456568382641431882499605153,38.853,-76.97,Robbery,2016,12,FALSE,,,,,{AF68A13A-9E54-4BD3-AEA7-D60DF2851C4F}
9000,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{A872851A-A253-4A5F-9DC7-023CE03009F5}
9001,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{FD690BE6-8F5D-42D7-9244-3D7BA473789B}
9002,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{00335ADB-7578-47A3-9EAD-BE4AF0CF8F1F}
9003,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{FA183089-C5F7-4184-AC01-0E046897DF1A}
9004,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{3C784B5B-9B1B-491B-BFF3-47A427F9CA93}
9005,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{C3560E01-0A22-48F3-A7BC-5CE6A3686181}
9006,73019498238496379720787185817210979427,2016/12/20 12:10:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,65,0,White,Not Hispanic Or Latino,Male,OUT OF STATE,5D,503,FARIRMONT HEIGHTS,MD,75741371373519200136311727142524668165,272059328443246761832875328901692510627,38.915,-76.974,Weapons,2016,12,FALSE,,,,,{869CAA67-36BE-49C4-B451-286EFD460E84}
9007,300803161113487525271085306781125717438,2016/12/20 12:26:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,27,11,Black,Not Hispanic Or Latino,Male,706,1D,106,WASHINGTON,DC,132142243057784549413889653665929348307,9970029847253340554447917752666375838,38.879,-76.99,Drugs,2016,12,FALSE,,,,,{65CCB590-E98E-45E3-A3ED-70DAB9735441}
9008,161382689327453886155843201563201130673,2016/12/20 14:30:00,DEFENDANT IN ARREST,Yes,Homicide,Murder I,22DC2101-Y,27,3,Black,Not Hispanic Or Latino,Male,601,6D,607,WASHINGTON,DC,258189640107933443185877451025242189087,244680555004827851919054954284656798462,38.867,-76.985,Homicide,2016,12,FALSE,,,,,{90C18CC7-1616-45FF-8149-435892CBEDFD}
9009,249957525478860172587260553310514694520,2016/12/20 14:48:00,DEFENDANT IN ARREST,Yes,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,52,12,Unknown,Unknown,Male,409,4D,404,WASHINGTON,DC,92857834920210959512916295620407931292,16218372427168013668662917979779516452,38.939,-77.033,Drugs,2016,12,FALSE,,,,,{239451E9-58C9-43E0-813A-4C488A8C0BA8}
9010,229006554676666629320148745284823610818,2016/12/20 15:01:00,DEFENDANT IN ARREST,Yes,Theft,Theft First Degree (all Other Larceny),"22DC3211,3212B",24,1,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,102,GAITHERSBURG,MD,336955065602685226159480838858804826631,171679443660978492648867360405649033089,38.897,-77.022,Theft,2016,12,FALSE,,,,,{F780A212-FACC-4CBD-9338-56FC39F6BC6B}
9011,242404840053748202956538951698588129091,2016/12/20 15:59:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,42,13,Black,Not Hispanic Or Latino,Male,706,7D,706,CAPITOL HEIGHT,MD,186077162656189087208754129599780585795,92643653646222786517347179685491954063,38.826,-77,Assault,2016,12,FALSE,,,,,{61BEF910-80C1-43A4-AB74-D66D8EED1F55}
9012,51774471018442357053742257081257678067,2016/12/20 16:45:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,26,6,Black,Unknown,Male,505,5D,504,WASHINGTON,DC,337665032536636276010865881582518701223,245166379555838819520721623915783268799,38.935,-76.979,Weapons,2016,12,FALSE,,,,,{88FC063C-1B6E-47DF-AC3C-67DF06891F71}
9013,51774471018442357053742257081257678067,2016/12/20 16:45:00,DEFENDANT IN ARREST,nan,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,26,6,Black,Unknown,Male,505,5D,504,WASHINGTON,DC,337665032536636276010865881582518701223,245166379555838819520721623915783268799,38.935,-76.979,Drugs,2016,12,FALSE,,,,,{AAEB9A73-D981-4BD0-9FAA-8184186E6725}
9014,42951461200580754579464484668178315324,2016/12/20 18:00:00,DEFENDANT IN ARREST,Yes,Narcotics,Unlawful Possession Of Liquid Pcp,48DC904.01(D)(2),37,6,Black,Not Hispanic Or Latino,Male,703,7D,706,WASHINGTON,DC,242492835153901691296807091685102506331,159317846381117326373815014986045407705,38.836,-76.985,Drugs,2016,12,FALSE,,,,,{DE2C306F-8790-48E6-96C6-206DFDFEA358}
9015,167015168787881642846668757968801492663,2016/12/20 21:25:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying Dangerous Weapon (Outside Home or Place of Business/Prior Felony) 2015,22DC4504(A)(2)-Y,31,8,Black,Unknown,Male,601,6D,601,WASHINGTON,DC,263154408154696969495971571553611587785,262593574759733516069172466322462155129,38.91,-76.936,Weapons,2016,12,FALSE,,,,,{B993EED1-B25D-4400-838C-94415095F242}
9016,300868016260640475514701492850034289051,2016/12/20 22:51:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),32,5,Black,Unknown,Male,702,7D,702,WASHINGTON,DC,96677935081900513288906465029141772474,25898663690942432186843793270992814630,38.856,-76.967,Assault,2016,12,FALSE,,,,,{66450BF6-F629-4620-925A-87BE72EA55E5}
9017,290973147295574487330730687705273178945,2016/12/20 23:25:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Possess Prohibited Weapon,22DC4503-X,46,8,Black,Not Hispanic Or Latino,Male,706,7D,707,WASHINGTON,DC,153311656530016548015941739007800416958,249482796619982642330625721085645990938,38.848,-76.999,Weapons,2016,12,FALSE,,,,,{9139EC2F-6809-4BD0-88BC-9F2B0916274D}
9018,281099409916841646880896119795693580396,2016/12/20 23:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,28,0,Black,Not Hispanic Or Latino,Male,706,7D,706,WASHINGTON,DC,164554781758048773877156153189927458269,220586267081272021839660663651444906871,38.831,-76.992,Failure to appear,2016,12,FALSE,,,,,{FF5378BF-BB41-45E8-8883-ABD9F5B00861}
9019,47723360882460282017481305169675260881,2016/12/21 03:20:00,DEFENDANT IN ARREST,Yes,Burglary,Burglary One,22DC801A,33,22,Black,Not Hispanic Or Latino,Male,603,Unknown,Unknown,WASHINGTON,DC,312851111445584224537396827426690524763,219508534965579640575613284147672545142,38.922,-76.982,Burglary,2016,12,FALSE,,,,,{2ECD79B5-C02F-45CD-9D53-5DC8ADED9DF7}
9020,162290099074857382521134555759509648712,2016/12/21 06:40:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),30,0,Black,Unknown,Male,604,6D,604,WASHINGTON,DC,69262620625643608125917933044883556568,254585493691804725046870025346503648650,38.885,-76.923,Assault,2016,12,FALSE,,,,,{BE1088DA-147B-4C64-92C5-C2BFD72D0E96}
9021,76591013059856561533685831550573042619,2016/12/21 07:17:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,36,3,Black,Not Hispanic Or Latino,Male,704,7D,702,WASHINGTON,DC,201452550395040819602221805925890138785,242911129319496671493767082989602669331,38.853,-76.97,Failure to appear,2016,12,FALSE,,,,,{2E9047DE-7A27-4D00-A0B3-79898012E1E6}
9022,25635124618376250511641360108474864612,2016/12/21 07:57:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,18,2,Black,Not Hispanic Or Latino,Male,506,5D,503,WASHINGTON,DC,312024278443408406157167695845883098194,97394126849207236590736096090160710951,38.929,-76.958,Robbery,2016,12,FALSE,,,,,{E2239379-BF6A-401C-9BFF-7B60DC0E3117}
9023,174385443243394839905671890475815468169,2016/12/21 10:45:00,DEFENDANT IN ARREST,Yes,Arson,Arson,22DC301,23,1,Black,Unknown,Male,607,Unknown,Unknown,WASHINGTON,DC,291069453774930834255206805740189994476,103516083440832629897944713067754619330,,,Other,2016,12,FALSE,,,,,{4822A80A-F925-41F4-A99A-3550FB0DF8DE}
9024,142887186356870843276148607010088626771,2016/12/21 13:04:00,DEFENDANT IN ARREST,Yes,Kidnapping,Kidnapping,22DC2001,23,4,Black,Not Hispanic Or Latino,Male,OUT OF STATE,1D,102,"CAPITOL HEIGHTS,",MD,326053435612554413967770893217686207030,208367150169352613405333719156704265065,38.895,-77.02,Domestic violence,2016,12,FALSE,,,,,{C5E06D79-4B18-48B4-AF6E-FF4E1AD9DB6D}
9025,10131473639249055405181914006311295160,2016/12/21 13:40:00,DEFENDANT IN ARREST,Yes,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,22DC502 (2000 ED),29,4,Black,Not Hispanic Or Latino,Male,501,5D,503,WASHINGTON,DC,120283088404771678796902380168055472386,104901231973667884854740742712453710595,38.915,-76.974,Assault,2016,12,FALSE,,,,,{419A9DF8-DAB6-4E69-88A8-6138F14DE39B}
9026,162191446758999753059936039276989587600,2016/12/21 13:45:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Poss Implements Of Crime,22DC2501,18,22,Black,Not Hispanic Or Latino,Male,304,3D,308,WASHINGTON,DC,182627241420267560293990739720707131616,331900191495546588144163441844583804848,38.911,-77.024,Other,2016,12,FALSE,,,,,{5DF8E95D-003A-4F4D-AC1F-33D6254BE2C7}
9027,203030213989788821112061573847431636025,2016/12/21 15:00:00,DEFENDANT IN ARREST,Yes,Sex Abuse,First Degree Sexual Abuse,22DC3002(A)(1),22,8,Black,Not Hispanic Or Latino,Male,405,4D,405,WASHINGTON,DC,283121079676158259658962833592741150565,104783968208878338892064417899751261260,38.957,-76.997,Sex offense,2016,12,FALSE,,,,,{E36B820E-A5E4-4C4D-96D5-F0E9792D34F6}
9028,73019497242799378933146146571803634118,2016/12/21 16:44:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,18,10,Black,Not Hispanic Or Latino,Male,409,5D,502,CAPITOL HEIGHTS,MD,200021668952086058052853528996078514462,264521786006312278858211681662134582025,38.924,-76.998,Robbery,2016,12,FALSE,,,,,{261A8ADB-E278-403B-8B57-E326D5F94224}
9029,250262692417226031656762020414639245385,2016/12/21 17:00:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,44,18,White,Hispanic Or Latino,Male,Unknown,3D,308,nan,nan,96535402105109008220352069243314888315,247813711724195897326322126009066575258,38.909,-77.022,Failure to appear,2016,12,FALSE,,,,,{7CF1A820-B00C-4A5C-B25D-E2935EAB894E}
9030,52725961750610032506057546893396462319,2016/12/21 17:15:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,22DC4504(A)-Y-3,22,0,Black,Not Hispanic Or Latino,Male,503,5D,503,WASHINGTON,DC,189279594756902767196309098212781964201,307086930788793270643205614551694132487,38.924,-76.976,Weapons,2016,12,FALSE,,,,,{0EEE538F-6FE1-473F-96A6-FE0CACD3ACC5}
9031,52725961750610032506057546893396462319,2016/12/21 17:15:00,DEFENDANT IN ARREST,nan,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,7DC2502.01,22,0,Black,Not Hispanic Or Latino,Male,503,5D,503,WASHINGTON,DC,189279594756902767196309098212781964201,307086930788793270643205614551694132487,38.924,-76.976,Weapons,2016,12,FALSE,,,,,{42C87E6F-19AE-4D47-B420-CA46855BC0EE}
9032,52725961750610032506057546893396462319,2016/12/21 17:15:00,DEFENDANT IN ARREST,nan,Weapon Violations,Unlawful Poss Ammunition,7DC2506.01,22,0,Black,Not Hispanic Or Latino,Male,503,5D,503,WASHINGTON,DC,189279594756902767196309098212781964201,307086930788793270643205614551694132487,38.924,-76.976,Weapons,2016,12,FALSE,,,,,{441B8613-996F-44DC-A10C-75E3AA438A53}
9033,52725961750610032506057546893396462319,2016/12/21 17:15:00,DEFENDANT IN ARREST,nan,Narcotics,Poss W/i To Dist A Controlled Substance,48DC904.01A1-X,22,0,Black,Not Hispanic Or Latino,Male,503,5D,503,WASHINGTON,DC,189279594756902767196309098212781964201,307086930788793270643205614551694132487,38.924,-76.976,Drugs,2016,12,FALSE,,,,,{183A0C72-FDAF-4CF0-B3C9-66F679EE8650}
9034,90950141989048907309596699422116602226,2016/12/21 17:22:00,DEFENDANT IN ARREST,Yes,Simple Assault,Threat To Kidnap Or Injure A Person,22DC1810,58,4,Black,Not Hispanic Or Latino,Male,501,2D,202,WASHINGTON,DC,108214007472794765990240037986311246349,301922339845091844526623068332214259857,38.953,-77.077,Assault,2016,12,FALSE,,,,,{C7E306AC-3CCA-48E3-A564-D1C7781DDE48}
9035,133601609225740426034684504746403823742,2016/12/21 18:35:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,32,14,Black,Not Hispanic Or Latino,Male,104,6D,606,WASHINGTON,DC,48300174183444637182147623587264037352,170449202557686793063434057425453694355,38.863,-76.965,Failure to appear,2016,12,FALSE,,,,,{6209AC29-C1DD-4A91-B7B3-E93561B92E26}
9036,8917135206251862201006605711491887583,2016/12/21 19:30:00,DEFENDANT IN ARREST,Yes,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,11,Black,Not Hispanic Or Latino,Male,Unknown,7D,706,nan,nan,44822372881157460599943831010421010839,100402594108215785818822151977087876458,38.826,-77,Failure to appear,2016,12,FALSE,,,,,{60CB3D5A-326B-406E-8FA4-E5E785972A09}
9037,8917135206251862201006605711491887583,2016/12/21 19:30:00,DEFENDANT IN ARREST,nan,Release Violations/Fugitive,Failure To Appear (USAO),23DC703,21,11,Black,Not Hispanic Or Latino,Male,Unknown,7D,706,nan,nan,44822372881157460599943831010421010839,100402594108215785818822151977087876458,38.826,-77,Failure to appear,2016,12,FALSE,,,,,{45B08C8C-E1C4-43A4-904C-8F3185EA6ED1}
9038,244722152619511886108517645074351701690,2016/12/21 19:31:00,DEFENDANT IN ARREST,Yes,Robbery,Robbery,22DC2801,37,3,Black,Unknown,Male,505,1D,105,WASHINGTON,DC,131462442868230668322971202781210423240,85098998396713196629635705703550943095,38.877,-77.013,Robbery,2016,12,FALSE,,,,,{F29A6150-E0D5-4EC5-B6A1-2D832978C577}
9039,81165851030020580010190320885060607054,2016/12/21 20:45:00,DEFENDANT IN ARREST,Yes,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,22DC4504A1-Y-1,20,1,Black,Unknown,Male,702,7D,704,WASHINGTON,DC,104872553739140223283790727842636915276,123693743254776461674235475506409892972,38.848,-76.971,Weapons,2016,12,FALSE,,,,,{DEB0ABB2-BE6D-4094-9089-068A67E25539}
